product_id,product_position,promotion,product_category,seasonal,quantity,brand,sku,name,description,price,currency,gender,total_revenue,count
140028,Aisle,1,Clothing,Yes,1260,Zara,329186122-800-2,OVERSIZED CROPPED JACKET LIMITED EDITION,Oversized cropped jacket. Notched lapel collar and long sleeves with buttoned cuffs. Flap pockets at waist ad interior pocket. Front button closure.,159.0,USD,MAN,200340.0,1
134693,Aisle,1,Clothing,No,2124,Zara,311297791-800-2,LEATHER BIKER JACKET,Jacket with lapel collar and snap button details. Long sleeves with zip cuffs. Front zip pockets and interior pocket. Asymmetric front closure with metal zipper.,169.0,USD,MAN,358956.0,1
151396,Front of Store,1,Clothing,Yes,729,Zara,323134418-800-3,CROPPED LEATHER JACKET,Leather jacket. Cropped length. Lapel collar and long sleeves. Front hidden in-seam pockets. Front zip closure.,439.0,USD,MAN,320031.0,1
132889,Aisle,1,Clothing,Yes,2265,Zara,311297555-706-2,FAUX LEATHER BOXY FIT JACKET,Boxy fit jacket. Lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip. Front button closure.,99.9,USD,MAN,226273.5,1
152174,End-cap,1,Clothing,No,2226,Zara,317012940-800-2,FAUX LEATHER JACKET,Jacket made of faux leather fabric. Lapel collar with snap button details. Long sleeves with zip cuffs. Front zip pockets at chest and hip. Interior pocket. Asymmetric front closure with metal zipper.,99.9,USD,MAN,222377.40000000002,1
129906,Aisle,1,Clothing,No,2089,Zara,311292672-800-2,FAUX SUEDE BOMBER JACKET,Jacket made of faux suede fabric. Ribbed elastic high collar and long sleeve. Welt pockets at hip. Rib trim. Front zip closure.,69.9,USD,MAN,146021.1,1
195879,Front of Store,1,Clothing,Yes,2339,Zara,321496837-400-3,DENIM BOMBER JACKET,Jacket made of denim fabric with padded interior. Rib elastic collar and long sleeves. Welt pockets at hip and interior pocket. Elastic hem. All-over contrasting topstitching details. Front zip closure.,129.0,USD,MAN,301731.0,1
155050,Aisle,1,Clothing,Yes,2321,Zara,316205038-615-2,BOUCLÉ TEXTURED JACKET,Cropped jacket made with wool blend fabric. High collar and long sleeves with elastic cuffs. Front patch pockets with flaps. Elastic hem. Front snap button closure.,129.0,USD,MAN,299409.0,1
194410,End-cap,1,Clothing,No,669,Zara,322972473-052-46,SUIT JACKET IN 100% LINEN,Straight fit blazer made of linen. Notched lapel collar and long sleeves with buttoned cuffs. Flap pockets at hip. Interior pocket. Back vents. Front button closure.,159.0,USD,MAN,106371.0,1
141904,End-cap,1,Clothing,Yes,1712,Zara,313845662-400-3,JACQUARD DENIM JACKET,Lapel collar jacket with long sleeves with buttoned cuffs. Patch pockets with flaps at chest and side pockets at hip. Front hidden button closure.,109.0,USD,MAN,186608.0,1
124981,Front of Store,1,Clothing,Yes,1832,Zara,320264577-800-2,PADDED DENIM JACKET,Cropped jacket with lightly quilted interior. Lapel collar and long sleeves. Flap patch pockets at hip. Washed effect. Rib hems. Front zip closure.,89.9,USD,MAN,164696.80000000002,1
161909,Aisle,1,Clothing,No,1290,Zara,315529534-705-3,LEATHER JACKET,Relaxed fit jacket in leather. Spread collar and long sleeves with slit cuffs with button closure. Patch pockets at hip. Back vents. Front button closure.,299.0,USD,MAN,385710.0,1
129152,End-cap,1,Clothing,No,2356,Zara,320423517-800-2,LIGHTWEIGHT BOMBER JACKET,Lightweight jacket made of technical fabric. Round neck and long sleeves. Welt pockets at hip. Interior pocket. Rib trim. Front zip closure.,49.9,USD,MAN,117564.4,1
183243,Front of Store,1,Clothing,No,1524,Zara,328250627-251-46,SUIT JACKET,Straight fit jacket made of dense stretch fabric. Notched lapel collar and long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.,169.0,USD,MAN,257556.0,1
198248,Front of Store,1,Clothing,No,1644,Zara,311309526-800-2,FAUX LEATHER BOMBER JACKET,Jacket made of faux leather fabric. High collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front zip closure.,69.9,USD,MAN,114915.6,1
191230,End-cap,1,Clothing,No,966,Zara,311287528-811-2,PATCH BOMBER JACKET,Varsity jacket made of faux suede fabric. Double welt pockets at hip and interior pocket. Front and back contrasting patch appliqués and embroidery. Rib trim. Front snap button closure.,89.9,USD,MAN,86843.40000000001,1
187234,Front of Store,1,Clothing,Yes,2575,Zara,342657802-914-2,STRETCH POCKET OVERSHIRT,Overshirt made of stretchy fabric. Lapel collar and long sleeves with snap buttoned cuffs. Chest patch pockets. Front snap button closure.,59.9,USD,MAN,154242.5,1
148888,Front of Store,1,Clothing,No,2774,Zara,316207898-712-2,RIB COLLAR JACKET,Jacket made of technical fabric with padded interior. Tonal elastic rib high collar. Long sleeves. Welt pockets at hip and interior pocket. Interior elastic finish. Front zip closure.,109.0,USD,MAN,302366.0,1
110805,Front of Store,1,Clothing,No,2477,Zara,321496761-800-2,FAUX LEATHER OVERSIZED JACKET LIMITED EDITION,Oversized jacket. Notched lapel collar and long sleeves. Flap pockets at hip and interior pocket. Front button closure.,159.0,USD,MAN,393843.0,1
179801,Front of Store,1,Clothing,Yes,2608,Zara,311307255-800-2,CONTRASTING PATCHES BOMBER JACKET,Varsity jacket with elastic collar and long sleeves. Welt pockets at hip and interior pocket. Embroidered appliqué and contrast front and back patches. Rib trim. Front snap button closure.,129.0,USD,MAN,336432.0,1
134927,Aisle,1,Clothing,Yes,2252,Zara,317129011-500-2,PATCH BOMBER JACKET,Varsity jacket with padded interior. Rib elastic collar and long sleeves in contrast faux leather. Double welt pockets at hip and interior pocket. Contrasting patch appliqués at front and back. Rib trim. Front snap button closure.,129.0,USD,MAN,290508.0,1
123150,End-cap,1,Clothing,No,2074,Zara,330274270-800-2,CROPPED BOMBER JACKET LIMITED EDITION,Jacket with lightly padded interior. Rib collar and long sleeves. Flap pockets at waist. Rib trim. Front asymmetric zip closure.,129.0,USD,MAN,267546.0,1
159145,End-cap,1,Clothing,No,2579,Zara,311297855-800-2,FAUX LEATHER PUFFER JACKET,Faux leather jacket with padded interior. Lapel collar and long sleeves with snap buttoned cuffs. Welt pockets at hip and interior pocket. Elastic hem. Front zip hidden by a snap button flap.,109.0,USD,MAN,281111.0,1
172364,Aisle,1,Clothing,No,2931,Zara,317782474-800-2,FAUX LEATHER BOMBER JACKET,Jacket made of faux leather fabric. Rib elastic collar and long sleeves. Zip pockets with flaps at hip. Interior pocket. Elastic hem. Front zip closure.,109.0,USD,MAN,319479.0,1
178281,End-cap,1,Clothing,Yes,1145,Zara,315758723-401-2,BOMBER JACKET,Varsity jacket. High collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front snap button closure.,109.0,USD,MAN,124805.0,1
194339,End-cap,1,Clothing,No,1792,Zara,311302863-800-2,FAUX SUEDE JACKET,Lapel collar jacket with long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. Front button closure.,89.9,USD,MAN,161100.80000000002,1
174412,Aisle,1,Clothing,Yes,1796,Zara,311282759-806-2,FAUX SUEDE BOMBER JACKET,Jacket made of faux suede fabric. Rib elastic collar and long sleeves. Welt pockets at hip. Rib trim. Front zip closure.,69.9,USD,MAN,125540.40000000001,1
114877,Aisle,1,Clothing,No,1860,Zara,323134415-700-3,SUEDE JACKET,Jacket made of suede. Cropped length. Lapel collar and long sleeves. Front hidden in-seam pockets. Front zip closure.,349.0,USD,MAN,649140.0,1
140727,End-cap,1,Clothing,Yes,1002,Zara,312372582-526-2,CONTRASTING COLLAR JACKET,Jacket with lightly padded interior. Contrasting lapel collar. Long sleeves with buttoned cuffs. Washed effect. Double welt pockets at chest and hip. Front zip closure.,79.9,USD,MAN,80059.8,1
133109,Front of Store,1,Clothing,Yes,2063,Zara,321143726-712-2,TEXTURED JACKET,Jacket made of textured fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at chest and hidden pockets at hip. Side vents at hem. Front button closure.,79.9,USD,MAN,164833.7,1
127296,Aisle,1,Clothing,No,1165,Zara,320220949-507-2,CROPPED TEXTURED JACKET,Jacket made of dense cotton fabric cut on the bias. Lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip and interior pocket. Cropped length. Front zip closure.,89.9,USD,MAN,104733.5,1
133757,Aisle,1,Clothing,No,2071,Zara,312664937-514-2,POCKET PUFFER JACKET,Quilted jacket made of technical fabric. High collar and long sleeves. Flap pocket at chest and hidden in-seam pockets at side hip. Interior pocket. Interior elastic hem. Cropped length. Front zip closure.,129.0,USD,MAN,267159.0,1
111760,End-cap,1,Clothing,No,1474,Zara,321143723-401-2,TECHNICAL JACKET WITH POCKETS,Jacket made of technical fabric with quilted interior. Lapel collar and long sleeves. Flap patch pockets at hip. Rib trim. Front button closure.,109.0,USD,MAN,160666.0,1
198375,End-cap,1,Clothing,No,2202,Zara,311297763-800-2,FAUX LEATHER JACKET,Jacket made of faux leather fabric. Lapel collar and long sleeves with snap buttoned cuffs. Welt pockets at hip. Front snap button closure.,69.9,USD,MAN,153919.80000000002,1
168837,Aisle,1,Clothing,No,665,Zara,311292194-731-2,FAUX SUEDE JACKET,Lapel collar jacket with long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. Front button closure.,89.9,USD,MAN,59783.50000000001,1
138505,Front of Store,1,Clothing,No,2478,Zara,335663355-406-2,RIPPED DENIM JACKET,Denim jacket with lapel collar and long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. All over washed effect and rips. Front button closure.,69.9,USD,MAN,173212.2,1
116228,End-cap,1,Clothing,No,647,Zara,312363708-800-2,TEXTURED POCKET JACKET,Jacket with lightly padded interior. Lapel collar and long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. Front button closure.,89.9,USD,MAN,58165.3,1
167592,Front of Store,1,Clothing,No,707,Zara,312320664-251-2,FAUX SUEDE PATCH JACKET,Varsity jacket made of faux suede fabric. Lapel collar and long sleeves. Double welt pockets at hip and interior pocket. Front contrasting patch appliqués and embroidery. Rib trim. Front snap button closure.,89.9,USD,MAN,63559.3,1
133100,End-cap,1,Clothing,No,2729,Zara,311302445-445-97,PUFFER JACKET WITH POUCH POCKET,Jacket made of technical fabric with padded interior. High collar with front zip closure and long sleeves with elastic strap cuffs. Front and back contrast embroidered text. Zip pockets at hip. Adjustable elastic strap at hem with side zippers and strap.,89.9,USD,MAN,245337.1,1
119955,Front of Store,1,Clothing,No,1590,Zara,323216370-422-97,BOMBER JACKET,Boxy bomber jacket. Rib elastic collar and long sleeves. Welt pockets at hip. Elasticized trim. Front zip closure.,89.9,USD,MAN,142941.0,1
189349,End-cap,1,Clothing,No,1245,Zara,317107014-707-2,TEXTURED WEAVE OVERSHIRT,Relaxed fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Side hidden in-seam pockets. Front button closure.,89.9,USD,MAN,111925.5,1
127478,Front of Store,1,Clothing,Yes,2498,Zara,328594167-800-46,STRAIGHT SUIT JACKET,Straight fit blazer. Notched lapel collar and long sleeves with buttoned cuffs. Flap pockets at hip. Interior pocket. Central back vent at hem. Front button closure.,129.0,USD,MAN,322242.0,1
180661,Front of Store,1,Clothing,Yes,1041,Zara,311309598-711-2,HOODED QUILTED JACKET,Puffer jacket with high collar and adjustable hood. Long sleeves with interior rib cuffs. Welt pockets at hip and interior pocket. Adjustable hem with side elastics. Front zip hidden by a snap button flap.,129.0,USD,MAN,134289.0,1
186681,End-cap,1,Clothing,Yes,1717,Zara,267133943-711-2,LIGHTWEIGHT PUFFER JACKET,Padded jacket made of technical fabric. High collar and long sleeves. Welt pockets at hip. Elasticized trim. Front zip closure.,19.99,USD,MAN,34322.829999999994,1
133183,Front of Store,1,Clothing,Yes,2859,Zara,318265017-401-2,COTTON BLEND BOMBER JACKET,Jacket made of cotton blend fabric. High collar and long sleeves. Welt pockets at hip. Rib trim. Cropped length. Front zip closure.,89.9,USD,MAN,257024.1,1
173508,Aisle,1,Clothing,No,1658,Zara,322410604-401-2,POCKET JACKET,Jacket made of dense technical fabric. Lapel collar and long sleeves with buttoned cuffs. Multi-functional front pockets. Front zip hidden by a snap button flap.,129.0,USD,MAN,213882.0,1
187930,End-cap,1,Clothing,Yes,706,Zara,324149982-982-2,OVERSIZED BOMBER JACKET,Oversized jacket made of technical fabric. High collar and long sleeves with pocket detail. Welt pockets at hip and interior pocket. Rib trim. Adjustable asymmetric hem with side zippers. Front zip closure.,89.9,USD,MAN,63469.4,1
124088,End-cap,1,Clothing,Yes,2065,Zara,320531693-707-2,EMBROIDERED PATCH JACKET,Roomy jacket made of lightweight fabric. Lapel collar and long sleeves with elastic cuffs. Contrasting patch appliqués with embroidery at front and back. Front pouch pocket. Elastic hem. Front zip closure.,79.9,USD,MAN,164993.5,1
190238,Front of Store,1,Clothing,Yes,1917,Zara,328279967-409-3,ACID WASH DENIM JACKET,Jacket made of cotton denim. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at chest and side pockets at hip. Washed effect. Front zip closure.,89.9,USD,MAN,172338.30000000002,1
151925,End-cap,1,Clothing,Yes,2179,Zara,320774184-800-97,VINTAGE EFFECT LEATHER BOMBER JACKET,,299.0,USD,MAN,651521.0,1
163234,Front of Store,1,Clothing,No,1633,Zara,322972491-800-2,TEXTURED DENIM JACKET LIMITED EDITION,Lapel collar jacket with long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. All over washed and uneven textured effect. Front button closure.,89.9,USD,MAN,146806.7,1
135610,Aisle,1,Clothing,Yes,1513,Zara,321501682-800-2,WOOL BLEND JACKET,Jacket made of wool blend fabric. Lapel collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front zip closure.,109.0,USD,MAN,164917.0,1
117065,Aisle,1,Clothing,Yes,758,Zara,328616906-712-2,COTTON - LINEN BLEND JACKET,Jacket made of cotton and linen blend fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pocket at chest and side pockets at hip. Elastic hem. Front zip closure.,109.0,USD,MAN,82622.0,1
149315,End-cap,1,Clothing,No,718,Zara,311292541-802-2,FLEECE BOMBER JACKET,Jacket made of faux shearling fabric. Rib elastic collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front zip closure.,109.0,USD,MAN,78262.0,1
149510,Aisle,1,Clothing,Yes,1412,Zara,319205114-807-2,ZIPPERED JACKET,Lapel collar jacket with long sleeves. Front pouch pockets. Front zip closure.,59.9,USD,MAN,84578.8,1
137990,Aisle,1,Clothing,No,2929,Zara,276213846-500-2,COTTON JACKET,Lapel collar jacket with long sleeves with elastic cuffs. Patch pockets at hip. Elastic hem. Front snap button closure.,29.99,USD,MAN,87840.70999999999,1
154016,End-cap,1,Clothing,Yes,2366,Zara,328244979-064-48,WOOL BLEND TEXTURED JACKET,Jacket made of wool blend fabric. Pointed lapel collar and long sleeves with buttoned cuffs. Welt pockets at chest and flap pockets at hip. Interior pocket. Back vents. Front double breasted button closure.,189.0,USD,MAN,447174.0,1
117751,Aisle,1,Clothing,No,2749,Zara,323050745-798-97,CONTRAST JACQUARD JACKET,Full cut jacket with lapel collar and long sleeves. Front button closure.,89.9,USD,MAN,247135.1,1
182362,Front of Store,1,Clothing,No,2019,Zara,319166635-401-2,CROPPED OVERSHIRT,Cropped overshirt made of contrast double faced fabric. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Adjustable hem with side elastics. Front button closure partially hidden by a flap.,69.9,USD,MAN,141128.1,1
117725,Aisle,1,Clothing,Yes,1506,Zara,311297489-800-2,CONTRASTING PATCHES HOODED JACKET,Varsity jacket with stretchy collar and contrasting hood. Long sleeves. Welt pockets at hip and interior pocket. Embroidered appliqué and contrast front and back patches. Rib trim. Front snap button closure.,109.0,USD,MAN,164154.0,1
145289,End-cap,1,Clothing,No,1012,Zara,311292073-709-2,UTILITY POCKET JACKET,Cropped jacket. Lapel collar and long sleeves. Front utility pockets with zip closure. Washed effect. Elastic hem. Adjustable hem with side elastics. Front zip closure.,109.0,USD,MAN,110308.0,1
173576,End-cap,1,Clothing,No,1838,Zara,336378923-700-2,,,129.0,USD,MAN,237102.0,1
175059,Aisle,1,Clothing,No,2170,Zara,311292572-401-2,LIGHTWEIGHT BOMBER JACKET,Lightweight jacket made of technical fabric. Round neck and long sleeves. Welt pockets at hip. Interior pocket. Rib trim. Front zip closure.,49.9,USD,MAN,108283.0,1
199368,Front of Store,1,Clothing,Yes,1061,Zara,336821611-706-2,WOOL BLEND JACKET,Lapel collar jacket with long sleeves with buttoned cuffs. Chest patch pockets and welt pockets at hip. Front button closure.,139.0,USD,MAN,147479.0,1
162883,Front of Store,1,Clothing,No,786,Zara,311307584-518-2,TECHNICAL PADDED JACKET,Jacket made of technical fabric with padded interior. High collar with foldable interior hood. Long sleeves with interior rib cuffs. Front pockets with hidden zip closure and interior pocket detail. Adjustable hem with side elastics. Front zip hidden by a snap button flap.,139.0,USD,MAN,109254.0,1
135490,Front of Store,1,Clothing,No,1094,Zara,321151893-609-2,MIXED COLLAR WAXED JACKET,Jacket made of waxed finish fabric with lightly padded interior. Contrast fabric lapel collar. Long sleeves. Patch pockets at hip. Interior pocket. Slightly cropped length. Front hidden zip and button closure.,139.0,USD,MAN,152066.0,1
125408,End-cap,1,Clothing,Yes,2220,Zara,311297509-800-2,CONTRASTING PATCHES BOMBER JACKET,Varsity jacket with elastic collar and long sleeves. Welt pockets at hip and interior pocket. Embroidered appliqué and contrast front and back patches. Rib trim. Front snap button closure.,89.9,USD,MAN,199578.0,1
134763,Front of Store,1,Clothing,Yes,2048,Zara,315947178-800-2,PADDED BOMBER JACKET,Quilted jacket made of technical fabric. Lapel collar and long sleeves. Welt pockets at hip. Rib trim. Front zip closure.,89.9,USD,MAN,184115.2,1
143231,Aisle,1,Clothing,No,2578,Zara,311297745-800-2,TECHNICAL PADDED JACKET,Jacket made of technical fabric with padded interior. Lapel collar and long sleeves with elastic cuffs. Welt pockets at hip and interior pocket. Adjustable drawstring hem. Front snap button closure.,89.9,USD,MAN,231762.2,1
125409,End-cap,1,Clothing,No,2040,Zara,330290360-427-3,POCKET DENIM JACKET,Slightly cropped denim jacket. Lapel collar and long sleeves with buttoned cuffs. Flap patch pocket at chest and side hip. Washed effect. Front button closure.,89.9,USD,MAN,183396.0,1
183074,Aisle,1,Clothing,No,2791,Zara,320449897-427-2,BOXY FIT DENIM JACKET,Boxy fit jacket. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at hip. Washed effect.Asymmetric hem with side vents. Front button closure.,89.9,USD,MAN,250910.90000000002,1
147947,Aisle,1,Clothing,Yes,1249,Zara,311297724-700-97,FAUX SHEARLING PLAID JACKET,Jacket made of faux shearling fabric. V-neckline and long sleeves with elastic cuffs. Lined interior with structured mesh fabric. Welt pockets at hip. Adjustable hem with side elastics. Front snap button closure.,89.9,USD,MAN,112285.1,1
174171,Front of Store,1,Clothing,Yes,2273,Zara,328332050-700-97,EMBROIDERED FOREST JACKET,Jacket with lightly padded interior. Corduroy lapel collar. Long sleeves. Patch pockets at hip. Front button closure.,89.9,USD,MAN,204342.7,1
183064,Front of Store,1,Clothing,No,1773,Zara,311282469-505-2,POCKET OVERSHIRT,Cropped overshirt. Lapel collar and long sleeves with buttoned cuffs. Front patch pockets. Irregular finished seams. Front button closure.,89.9,USD,MAN,159392.7,1
177131,Aisle,1,Clothing,Yes,1733,Zara,319502128-515-2,BOUCLE TEXTURED VEST,Vest made of viscose and wool blend fabric. V-neckline. Patch pockets at hip. Front zip closure.,69.9,USD,MAN,121136.70000000001,1
128179,End-cap,1,Clothing,No,2060,Zara,311287226-472-2,COLOR BLOCK PUFFER JACKET,Jacket made of technical fabric with padded interior. High collar and long sleeves with elastic cuffs. Front pockets with hidden zip closure. Elastic hem. Front zip closure.,89.9,USD,MAN,185194.0,1
152723,Aisle,1,Clothing,Yes,2849,Zara,316683359-818-2,LONGLINE QUILTED JACKET,Parka made of technical fabric with padded interior. High collar with removable hood. Long sleeves with interior elastic cuffs. Welt pockets at chest and flap pockets at hip. Interior pocket. Adjustable interior waistband with drawstring. Adjustable hem with side elastics. Front zip hidden by a snap button flap.,169.0,USD,MAN,481481.0,1
123824,Aisle,1,Clothing,No,2277,Zara,322901350-800-46,WOOL BLEND SUIT JACKET,Straight fit jacket made of wool blend fabric. Notched lapel collar and long sleeves with buttoned cuffs. Welt pockets at chest and flap pockets at hip. Interior pocket. Central vent at back hem. Front button closure.,169.0,USD,MAN,384813.0,1
166345,Aisle,1,Clothing,Yes,1135,Zara,322929313-802-97,HOODED KNIT CARDIGAN,Cotton knit jacket. Hooded collar and long sleeves. Rib trim. Front pouch pockets. Rib trim. Front zip closure.,69.9,USD,MAN,79336.5,1
199279,Aisle,1,Clothing,No,1770,Zara,267186163-643-2,HOODED TECHNICAL JACKET,Jacket made of technical fabric with brushed interior. High collar with adjustable hood. Long sleeves with cuffs and adhesive straps. Zip pockets at chest and hip. Front zip closure.,19.99,USD,MAN,35382.299999999996,1
167981,End-cap,1,Clothing,No,730,Zara,329706743-401-46,HOUNDSTOOTH SUIT JACKET,Straight fit blazer. Notched lapel collar and long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.,139.0,USD,MAN,101470.0,1
146839,Aisle,1,Clothing,No,1525,Zara,321496813-710-2,BOMBER JACKET,Jacket with padded interior. Rib elastic collar and long sleeves. Flap pockets at hip and interior pocket. Rib trim. Front zip closure.,109.0,USD,MAN,166225.0,1
187180,Front of Store,1,Clothing,Yes,647,Zara,312596416-800-2,HOODED TECHNICAL JACKET,Cropped jacket made of technical fabric. Hooded high collar and long sleeves with adjustable snap button cuffs. Front patch pockets with flaps at hips. Adjustable hem with side elastics. Front zip hidden by a snap button flap.,109.0,USD,MAN,70523.0,1
167640,End-cap,1,Clothing,Yes,1017,Zara,311287132-251-2,HOODED TECHNICAL JACKET,Jacket made of technical fabric. High collar with adjustable drawstring hood. Long sleeves with rib cuffs. Chest welt pocket and hip patch pockets. Interior pocket. Adjustable hem with elastics at sides. Front zip hidden by a snap button flap.,109.0,USD,MAN,110853.0,1
165158,Front of Store,1,Clothing,No,1622,Zara,323675323-700-2,WASHED EFFECT BOMBER JACKET,Jacket made of technical fabric. Lapel collar and long sleeves with pocket detail. Welt pockets at hip and interior pocket. Washed effect. Elasticized trim. Front zip hidden by a snap button flap.,109.0,USD,MAN,176798.0,1
111521,Front of Store,1,Clothing,Yes,2553,Zara,323672371-507-2,WASHED TECHNICAL JACKET,Jacket made of technical fabric. High collar and long sleeves with adjustable cuffs with snap button straps. Flap patch pockets at hip. Adjustable drawstring hem. Washed effect. Front zip hidden by a snap button flap.,99.9,USD,MAN,255044.7,1
120228,End-cap,1,Clothing,No,2347,Zara,327116625-505-2,100% FEATHER FILL PUFFER JACKET,Puffer vest made of technical fabric. Fill is a blend of 60% down and 40% feather. Sleeveless design with high collar. Zip pockets at hip and interior pocket. Adjustable hem with side elastics. Front snap button closure.,89.9,USD,MAN,210995.30000000002,1
133078,Aisle,1,Clothing,Yes,2535,Zara,311302424-409-2,PADDED BOMBER JACKET,Jacket made of technical fabric with lightly padded interior. Rib elastic collar and long sleeves. Zip pockets at hip. Elastic hem. Front zip closure.,69.9,USD,MAN,177196.5,1
137598,Aisle,1,Clothing,Yes,2839,Zara,329158644-605-2,POCKET JACKET,Regular fit jacket with lapel collar and long sleeves. Patch pockets at chest and hip. Front button closure.,139.0,USD,MAN,394621.0,1
138779,Front of Store,1,Clothing,Yes,2801,Zara,329300083-705-48,SLIM FIT SUIT JACKET,Slim fit jacket made of viscose blend fabric. Notched lapel collar. Long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.,139.0,USD,MAN,389339.0,1
198329,Front of Store,1,Clothing,Yes,628,Zara,323212374-510-2,MIXED COLLAR JACKET,Jacket made of technical fabric with lightly padded interior. Rib high collar. Long sleeves with elastic cuffs. Patch pockets at hip. Front zip closure.,109.0,USD,MAN,68452.0,1
110295,End-cap,1,Clothing,No,1448,Zara,322547863-811-2,HOODED DENIM JACKET,Boxy fit jacket. High collar with adjustable hood and long sleeves with buttoned cuffs. Patch pockets with flaps at chest. Front straps with multi-functional ring. Washed effect. Front hidden zip and snap button closure.,129.0,USD,MAN,186792.0,1
196427,Aisle,1,Clothing,No,1401,Zara,320600266-745-2,WAXED EFFECT PLAID JACKET,Cropped jacket made of cotton with waxed finish. Lapel collar and long adjustable cuffed sleeves. Welt pockets at hip and interior pocket. Adjustable front drawcord hem. Front zip closure.,169.0,USD,MAN,236769.0,1
